Trading_date,Trading_period,Node,Price
2016-01-31,27,MTR0331,51.79
2016-01-31,28,MTR0331,51.22
2016-01-31,29,MTR0331,51.12
2016-01-31,30,MTR0331,51.1
2016-01-31,31,MTR0331,50.86
2016-01-31,32,MTR0331,51.13
2016-01-31,33,MTR0331,50.91
2016-01-31,34,MTR0331,50.91
2016-01-31,35,MTR0331,50.87
2016-01-31,36,MTR0331,53.4
2016-01-31,37,MTR0331,53.45
2016-01-31,38,MTR0331,51.64
2016-01-31,39,MTR0331,41.5
2016-01-31,40,MTR0331,50.86
2016-01-31,41,MTR0331,40.59
2016-01-31,42,MTR0331,40.58
2016-01-31,43,MTR0331,52.08
2016-01-31,44,MTR0331,62.36
2016-01-31,45,MTR0331,68.09
2016-01-31,46,MTR0331,61.61
2016-01-31,47,MTR0331,60.39
2016-01-31,48,MTR0331,47.67
